Date/Time,THERMAL ZONE 1 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 2 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 3 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 4 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 5 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 6 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 1 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 2 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 3 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 4 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 5 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 6 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electric Demand Power [W](Hourly),CV ELEC RHT COIL:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 1:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 2:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 3:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 4:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 5:Heating Coil Electric Energy [J](Hourly),COIL COOLING WATER 1:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 2:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 3:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 4:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 5:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 6:Cooling Coil Total Cooling Energy [J](Hourly),FAN VARIABLE VOLUME 1:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 2:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 3:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 4:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 5:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 6:Fan Electric Energy [J](Hourly),CHILLER - WATER COOLED:Chiller Electric Energy [J](Hourly),PUMP VARIABLE SPEED 1:Pump Electric Energy [J](Hourly) 
 03/02  20:00:00,18.18003903471591,18.18003274586662,18.709507700922435,19.250346571827515,18.1800315201505,18.180011250611707,0.1334864115489505,0.14589982147682929,0.0,0.0,0.0953074264869502,0.13858423899799467,61566.98098570814,50139196.99208067,24289692.733164088,0.0,0.0,30329960.43259769,19536227.740741459,73374923.95308587,17652977.91298,2768913.0677534567,5018424.043639731,47736459.645820979,46113278.39971629,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1561519.1525584243 
 03/02  21:00:00,18.18003772641037,18.1800415808914,18.605320214046388,19.110904656768669,18.180028091732134,18.18001287429577,0.1440502959535298,0.16659492702383286,0.0,0.0,0.10830423084519407,0.14014087662852105,65462.77787451762,54685637.1424891,26758542.858005104,0.0,0.0,33448934.32180303,23531712.5619191,70666763.76834043,12694134.878956696,467002.5622628106,4440668.198643112,46118841.56168041,44514648.51151403,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1456638.9666400704 
 03/02  22:00:00,18.18003843912128,18.180043518758376,18.258163172584717,18.97252656835456,18.18002684316814,18.18001507842419,0.17103003948341617,0.16022530369677077,0.0,0.0,0.10410617375797546,0.17033501581826769,68767.21678972533,58839831.05460437,28234396.04816201,687780.3323578552,0.0,35329922.128889698,27320045.9240316,67959077.24852823,7734543.024188783,0.0,3862671.2434858859,44502711.05728281,42915382.13378108,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1365470.4575586036 
 03/02  23:00:00,16.327378330528693,16.05033278541373,16.177961116945377,18.853839534976193,15.683649032737297,16.055540822518958,0.14623093124842163,0.13516182640986477,0.0,0.0,0.08489969954790486,0.139669349787976,21173.909838398708,0.0,0.0,0.0,0.0,0.0,0.0,44864053.1279735,790397.275328792,0.0,3273884.8737864114,24952830.369241768,26610587.53828174,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,46167518.31295309,872185.5913825028 
 03/02  24:00:00,15.323853664288123,14.508421928118324,14.646245822575623,18.655767020335206,14.453950783018687,14.822430227880086,0.1486681184781006,0.1291920575519274,0.0,0.0,0.08319598571599613,0.14113669401241264,16293.711118306159,0.0,907377.7163644087,113704.25344817146,0.0,0.0,0.0,29467012.419325435,0.0,0.0,2642203.64494247,13128972.929465799,15281318.76753665,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,27886767.898345155,563138.6438446924 
 03/03  01:00:00,15.092774767691987,14.260017434614174,14.26001589697889,18.353633544101564,14.261700396362363,14.431850362570657,0.14090836105968303,0.13435365683292828,0.0,0.0,0.08715755368025628,0.17392646637949916,17410.58384391538,0.0,5656927.770608877,2655731.69902738,0.0,1861895.9028489963,0.0,25377259.557169606,0.0,0.0,2222769.534532219,10780259.694339455,11600064.940148877,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,22841407.890173194,475767.06153716289 
 03/03  02:00:00,14.948441163256197,14.260007781729695,14.238257249824216,18.048680252224707,14.260002297565327,14.260642793505392,0.14410100694800508,0.12843936032916054,0.0,0.0,0.083534672178479,0.2086852612465222,20195.406701408334,0.0,10193499.605902125,5306365.353528257,0.0,4399629.0225667,3355816.518625541,22306478.281970048,0.0,0.0,1773140.5912438136,9905404.685514242,9407668.599569362,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,19842113.644912647,419668.4656349733 
 03/03  03:00:00,14.789581562235466,14.260007295327793,13.925493026244748,17.800627108565317,14.260001007581533,14.260000891091338,0.1513939439332032,0.1384940987347335,0.0,0.0,0.08954381606851128,0.22341936549506656,22738.747097653373,0.0,15415173.830981896,5961534.261885291,0.0,6475703.541210044,7620988.462279216,18515696.074244434,0.0,0.0,1265641.27800685,8752591.239346562,8251338.800261083,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,16837199.41542122,362518.5258747302 
 03/03  04:00:00,14.684852033167522,14.260031633534485,13.634567780348215,17.602849826088268,14.260002396736116,14.260002345120819,0.15344754068917894,0.14197167085798988,0.0,0.0,0.09170929579081758,0.22873054550210365,23964.105735341534,0.0,17478809.779853409,5961534.261885291,0.0,7753385.47031258,10034998.683702376,16691473.98217666,0.0,0.0,1035417.9381328027,8404857.412676478,7906652.746369101,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,15517324.095490024,338356.8420861063 
 03/03  05:00:00,14.633629592718592,14.260025089058379,13.55340204245164,17.441256534551984,14.26000307677386,14.260002916119892,0.1491867902461527,0.13993401866355505,0.0,0.0,0.09054422703188764,0.21383734195744207,24225.75660960445,0.0,16764995.429725906,5961534.261885291,0.0,8434855.354813166,10730668.942623629,16711665.405621419,0.0,0.0,1049885.7489377585,8790060.416068532,8288455.820927503,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,15788585.150241394,345713.14138686979 
 03/03  06:00:00,14.625265672558811,14.260031057123275,13.56885139237138,17.30857339089303,14.260003788548972,14.260003096397565,0.13389803630874004,0.08362692844881653,0.0,0.0,0.05417789615275857,0.11870143669616429,23354.621966370767,0.0,15262528.685884269,5961534.261885291,0.0,8172416.318272581,8821472.15734889,17191807.2634023,0.0,0.0,1072817.0884464815,9137483.443545988,8632842.95897548,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,16315886.404290148,356429.7373538354 
 03/03  07:00:00,14.563005491252313,14.260044644025877,13.357009494454673,17.200331610392249,14.260005874807723,14.26000570696552,0.14008929974301213,0.04704353895642828,0.0,0.0,0.03065098287534292,0.12148975580329047,24106.009195063918,0.0,17921678.273495478,5961534.261885291,0.0,8435433.19788533,10374110.264348358,15102212.741090149,0.0,0.0,747866.3976007702,8293708.108454236,7796752.405939843,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,14582950.017783843,319555.5729320626 
 03/03  08:00:00,15.287715880707945,14.26004375435861,13.178043197894917,17.114949002090105,14.2600062545776,14.652978734060657,0.14689481650579429,0.04606365697186832,0.0,0.0,0.029834710648350257,0.11450305843452616,22304.48195548595,0.0,16861998.82385853,5961534.261885291,0.0,7466229.858286601,1841624.7965335269,22574260.407152445,0.0,0.0,717675.5980967024,8374613.269876815,10292417.785633276,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,18574092.30674086,404283.4785448584 
 03/03  09:00:00,18.099809240068948,17.62877213382557,15.56807891739094,17.216333503612185,17.573257665257253,18.212111731682044,0.19689301285083958,0.13378634531069967,0.0,0.0,0.08603991070110315,0.1496057929796323,64328.53234250094,26956071.95290533,44553844.54602107,5961534.261885291,147299.11466093624,51261488.36640278,12776579.757692393,60414603.455128218,354362.3119089617,0.0,1659643.7207887034,35525016.55149488,38945977.15357572,9833427.516610189,4561823.570410369,1586868.1485596377,750477.7605017049,6323558.622847754,6130215.8949700989,59607716.55408069,1131810.3654551053 
 03/03  10:00:00,18.180007026539746,18.180069669967023,17.733537648187196,17.54540670758862,18.180034100984139,18.773564561362499,0.2808839243288848,0.2460994681365226,0.0,0.0,0.15833459010189525,0.44157126547574929,50040.74850568384,9251344.164618619,29955037.180736688,5239905.760769669,147299.11466093624,38380758.52210294,0.0,67929881.0183041,7874907.048196067,11630.58428082427,2964930.756374511,44476976.99545437,47180823.52184045,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1387815.3801659849 
 03/03  11:00:00,18.180009158091147,18.18001132671685,18.18000191707979,17.95997182192108,18.18001781006219,18.615618133652448,0.24184773182314837,0.20282102060626268,0.0,0.0,0.1303869033696668,0.4280367218746389,47694.62295190866,18435562.602726945,23404520.945338008,1472232.3244047473,147299.11466093624,30904896.918416919,0.0,72670455.7620615,16592031.753876687,2247439.1546305606,4084930.8961815305,47306486.56483869,48791873.578144069,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1551596.2239166483 
 03/03  12:00:00,18.17999767974054,18.179957345854939,18.180991459265934,18.31902705076742,18.17998988369237,19.424700863313104,0.22736825755537794,0.21082979687385218,0.0,0.0,0.1361862922511864,0.28673895754995057,44870.60952636684,20015596.532801697,18441189.758239766,271154.2097619141,7364.955733046814,25245181.116373924,0.0,77499064.3589882,25437731.151882549,6683294.963895214,5186412.165709476,50186341.58155079,57337652.792328249,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1769173.224603265 
 03/03  13:00:00,18.179992450107667,18.179962423964008,18.262748451750995,18.644050102054757,18.179977929501189,19.52338520077675,0.2568743233613797,0.23205137079510583,0.0,0.0,0.15059907635388609,0.40048209057766828,41070.64816664978,15743208.63029914,14213402.677647049,0.0,0.0,20167988.923561284,0.0,82301914.66091138,34193235.603949937,11071491.72542002,6255969.808798757,53050075.751491028,61275248.312285948,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1945198.6710247042 
 03/03  14:00:00,18.179996180085366,18.17998823091346,18.407085200274808,18.917477242659357,18.179980769051054,19.272314845860018,0.26506221575052615,0.24232370298936324,0.0,0.0,0.1574295829460696,0.37832843930449569,38320.13486774865,8947143.087968899,12745753.121848444,0.0,0.0,18450147.528019255,0.0,84982221.74788526,39040249.91336769,13499347.652014332,6909498.202186262,54649666.922903019,60999521.73781541,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2024907.288651516 
 03/03  15:00:00,18.190694934575086,18.18002331819004,18.525722980266978,19.112334828099873,18.179995923274526,19.248960317386186,0.31031111473377329,0.2900452716889607,0.0,0.0,0.1878182081721138,0.31676246739666388,34403.801523399845,1426187.6491204235,11314566.922506478,0.0,0.0,13235908.5562792,0.0,87107274.50066693,42716652.80753029,15342647.233409999,7398446.990312826,55864984.25744951,61933483.741862129,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.983507249,2092487.8589263394 
 03/03  16:00:00,18.290862431390175,18.18001540209785,18.63543710181488,19.273092487211608,18.32393196594641,19.430360070335547,0.31122977992804209,0.2939406561508708,0.0,0.0,0.1892256362323474,0.31052302382341387,29971.295238537983,0.0,8868794.249171053,0.0,0.0,1059578.6682788404,0.0,90314305.99023669,46486628.29757745,17235693.459301544,7873033.824199565,58000650.55567392,64452235.904151368,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2183755.4438798238 
 03/03  17:00:00,18.25683910563169,18.191803453754415,18.744557301613577,19.46915455504687,19.082309207801509,19.530324551190739,0.27490386712813066,0.2566142270882485,0.0,0.0,0.1612659005477872,0.4987633374266351,27830.553020470863,312886.811757569,1869069.0889139279,0.0,0.0,0.0,0.0,89984089.47162073,46376423.54463901,17172186.192832039,7982296.300346969,63618780.98393454,65225202.079813878,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.983507249,2223500.4756165996 
 03/03  18:00:00,18.18000337040106,18.400433230862896,18.849979298819258,19.70455925021431,19.38699350131049,19.31122376675961,0.3046137894017459,0.29109952418441689,0.0,0.0,0.1831883570153918,0.9313040251856603,29516.35749150252,8290241.672624368,0.0,0.0,0.0,0.0,0.0,87680589.73828464,44323535.11836019,15932869.233843614,7885943.606966308,65455891.54238165,62979567.059122879,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2184110.79937767 
 03/03  19:00:00,18.180007970324519,18.19754770466614,18.920330093970727,19.811479798711699,18.509251671258004,18.585933321015113,0.2934435317820565,0.26250795691842646,0.0,0.0,0.16766814948187087,0.7560414835268186,39436.36603230393,28160754.693670647,8862003.697169293,0.0,0.0,6467289.041832288,624734.2828678213,85679783.51438451,40271920.237443398,14089101.332324272,7596862.423026865,57940873.259241219,56678166.166344407,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2071601.5033470672 
 03/03  20:00:00,18.18001193074753,18.180020668295275,18.889060716569654,19.71867174069139,18.18000490969089,18.180001101694807,0.24179830441970247,0.2211298273045859,0.0,0.0,0.1427149422029148,0.32105438640988639,52540.61173415401,40455105.061895478,19267892.617986975,0.0,0.0,22198442.818291978,9474868.952981143,82986684.58541689,35262001.634881269,11600618.731554172,7054435.119365744,53468824.12781815,51800937.38111128,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1965358.29439183 
 03/03  21:00:00,18.180017497912585,18.180028688361344,18.792406481578177,19.499791863509484,18.180009271867328,18.18000362912398,0.216079703394705,0.19713065147035165,0.0,0.0,0.1271081241275981,0.2771204338423355,58248.4070950945,45827983.82042535,22389258.98181122,0.0,0.0,27289910.14665953,15879011.941354879,80287828.51056633,30298695.840360393,9109897.924632948,6428092.809853482,51858790.78085549,50206203.15802802,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66621043.00382559,2500686.1343638447 
 03/03  22:00:00,18.180022915697778,18.18003861274894,18.694661229696114,19.29487316121105,18.180013466614306,18.180006517192589,0.18730385561640557,0.16667060625878306,0.0,0.0,0.10735657034906099,0.34320916576177898,62317.94459175934,49986992.840739939,24429930.590646909,0.0,0.0,30328388.29932188,21386629.454601516,77458266.96353612,25098508.775125624,6500311.493305271,5784696.278624652,50170807.71190035,48532897.49060881,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2428124.847616373 
 03/03  23:00:00,16.413289146482794,16.25701262133119,16.836941254614133,19.11829345373784,15.670714874625574,16.102840043759746,0.2318551514040006,0.21078580089518604,0.0,0.0,0.13895898482210393,0.3719086529289103,25394.668503382818,0.0,0.0,0.0,0.0,0.0,0.0,55991247.874587129,17682439.71228274,4614653.159635363,5302189.8036725609,30912375.856841905,32949420.044591387,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,60565513.64096911,1668921.4573092866 
 03/03  24:00:00,15.725840054030849,15.589903936238225,16.038565179544599,18.894393056185736,14.773453498095148,15.205595021641205,0.22971563219400666,0.2089600665576974,0.0,0.0,0.13926773126416296,0.36006061028642136,22389.44740771741,0.0,0.0,0.0,0.0,0.0,0.0,45141701.56668445,12517575.801359583,2769457.6317298698,4800562.023879401,22129981.074687177,24579023.72749699,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,50384861.76953902,1030777.384343915 
 03/04  01:00:00,15.527876776692333,15.367778996122303,15.712609642116334,18.62219032147805,14.520206781646707,14.873014798973696,0.2043530019124852,0.1809093558669177,0.0,0.0,0.1219870476186172,0.3964880708901157,20715.289889566197,0.0,0.0,0.0,0.0,0.0,0.0,41485153.80048075,9704470.300173115,1586862.5719622626,4397875.100589522,19389544.383009696,21353322.842699049,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,44471082.36396705,917589.7245715187 
 03/04  02:00:00,15.402498793097138,15.226105736275997,15.463660067984544,18.355834247740199,14.359548468470177,14.615428071931558,0.18074727750812653,0.1548244358705709,0.0,0.0,0.1062600393393532,0.4163964391348892,19931.455695163844,0.0,0.0,0.0,0.0,0.0,0.0,38613271.9549502,6814658.787129192,466569.29960392336,3972663.3910468935,17316658.26159264,18610765.714590137,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,41656468.95620598,910400.032484097 
 03/04  03:00:00,15.253774658844652,15.07261532220321,15.00303156533493,18.126535813841849,14.261869159826839,14.378826842612565,0.17762018773677602,0.1525759840040766,0.0,0.0,0.10497769657225813,0.3924425295592422,17943.472555665325,0.0,0.0,0.0,0.0,1255639.0910350457,118939.82507121976,34211255.65519149,1663332.0509850747,0.0,3337214.231435187,14917925.506261561,15297351.630757751,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,33006900.01920701,1028650.7511821285 
 03/04  04:00:00,15.11219630899394,14.840172652135959,14.554090221126643,17.929444844840736,14.259998139831481,14.259999373040396,0.1935639988448694,0.1719464412115324,0.0,0.0,0.11569523290600488,0.36985042392686609,17957.476220888966,0.0,0.0,0.0,0.0,3083022.1998973709,1980629.3192392607,31253540.282891189,0.0,0.0,2980233.8052091316,14129070.294874557,13581049.3530941,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,29254092.29415075,1142799.0680131156 
 03/04  05:00:00,15.044113828085145,14.725508024177941,14.373401341705588,17.762191704407699,14.259997422695307,14.25999878323537,0.19634410868289044,0.1797802991209586,0.0,0.0,0.11978087815339819,0.31900535978824015,18019.24823756397,0.0,0.0,0.0,0.0,4002628.160844813,2934225.474390496,30441720.38391274,0.0,0.0,2874941.5763933577,14130758.202806138,13582522.967078027,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,27661131.58934641,1084936.916748811 
 03/04  06:00:00,14.946163372287675,14.620977925332948,14.269046380671906,17.62760394795341,14.259993656737749,14.25999337388951,0.29113930417366309,0.2567939563097469,0.0,0.0,0.168621656715922,0.5744806065224914,19481.174749222224,0.0,0.0,179484.54912203385,0.0,5104266.632783045,7813485.811013329,29375681.89522369,0.0,0.0,2789846.3357547575,14132097.98803835,13584194.493029554,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,26854199.297362426,994421.293019422 
 03/04  07:00:00,14.861454246411896,14.535466679757027,14.259996954964896,17.521510036772889,14.259993494703674,14.259993979098275,0.3015983518183487,0.26222679538814017,0.0,0.0,0.17184011690658769,0.6468514292038965,20091.400999701953,0.0,0.0,663887.6777447035,0.0,5577729.702258699,9690106.816704059,28293577.16720673,0.0,0.0,2724193.3648744679,14136541.720111117,13590085.583953232,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,26316108.55452396,894839.3337958683 
 03/04  08:00:00,14.974871541976157,14.678968706278557,14.260180174905369,17.44013087711135,14.25999572626221,14.25999789847726,0.2610148197891976,0.2351235973606643,0.0,0.0,0.154935778141254,0.4291836153209809,18729.627622921187,0.0,0.0,376942.0733744843,0.0,4598183.799311084,4687963.269491094,30187148.902070065,161834.78168751949,0.0,2789645.710194171,14527047.294749249,13975918.726588676,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,27689826.435533897,887372.3509059589 
 03/04  09:00:00,17.94181986492364,17.928523500621073,16.96086140937317,17.484971265273829,17.585928412421944,17.977488881425069,0.21199310177453482,0.17260292111891943,0.0,0.0,0.11485844076530952,0.5578302707397802,89539.39975903239,74673855.09850511,36832951.58395825,5882217.184845298,147299.11466093624,49684798.193681079,60588162.72305704,65929200.30080379,9603329.563535404,16053.41277691436,3178035.828846823,40146922.15944251,41724655.792267899,9833427.516610189,4561823.570410369,1586868.1485596377,750477.7605017049,6323558.622847754,6130215.8949700989,63381484.8665472,1964698.8533619629 
 03/04  10:00:00,18.179980704810128,18.179984583575775,18.179983687385254,17.69071492301963,18.179957815630084,18.179980048459077,0.18790082519290747,0.1391528776608541,0.0,0.0,0.09142915380767676,0.6620026198479863,66968.86838259174,46295259.352296669,25424798.231460938,2928695.000149302,147299.11466093624,33849651.81025464,34606322.842529859,71600346.24360903,14055094.438765929,938296.982224663,3678173.591705253,46677225.596288148,45082405.44960742,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2051365.3285709352 
 03/04  11:00:00,18.179991537069907,18.17999237646491,18.179997545750739,18.00471630948965,18.17997400038422,18.17999203026081,0.22449186714505976,0.1841431975486681,0.0,0.0,0.11990169651373269,0.5931227776854046,58604.900501230426,37459378.97610878,21338417.26170172,1179693.7008729175,147299.11466093624,29143008.45935017,23862318.800054663,73763792.94389487,17967144.64549316,2900180.2514954258,4261646.6961333029,47971316.09037291,46363278.49991596,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2062990.994273325 
 03/04  12:00:00,18.17999229453416,18.179984210749404,18.180280954086567,18.289104795853946,18.17997834449357,18.17999547583591,0.24316506814632236,0.21271359526774376,0.0,0.0,0.13822019688715743,0.4723504859429252,49169.625331978146,28046651.419953769,16487131.69414019,272131.0559483306,7364.955733046814,23578786.35283618,10705309.625885345,77294945.5501949,24390002.60270855,6120350.93433727,5079136.752139252,50080379.467056628,48451715.5766337,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2128741.5932174699 
 03/04  13:00:00,18.17999323423761,18.179989440492358,18.244648781201346,18.53282193240483,18.179980654847204,18.22250924160941,0.23896803071479159,0.20993967939316916,0.0,0.0,0.1364533709029271,0.585829945355453,43093.61326943399,21458043.919778434,13571139.608233989,0.0,0.0,20224650.692453546,1825364.289172873,82833945.10132288,34764369.015781339,11379655.174515188,6233818.499401252,53387545.865635138,51953099.77878283,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2273274.7629164878 
 03/04  14:00:00,18.199066232433,18.180019885042286,18.372118000675234,18.75842782639185,18.17999010034734,18.897853962595599,0.2701448901898006,0.24231703291137833,0.0,0.0,0.1567700313093116,0.7485512228952115,35347.171125814566,4327177.242255654,8932758.066718977,0.0,0.0,15013554.29018685,0.0,93445181.72577369,51494525.978284869,19508757.99959516,8027370.379418469,57937727.01867233,62612840.87551501,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,67143334.63886546,2646620.3010057916 
 03/04  15:00:00,18.43939627535128,18.180011584634469,18.504744529747854,18.98080080130233,18.180006579336614,19.548513640224173,0.3369755926966437,0.29429760784754135,0.0,0.0,0.18990329993061756,0.8572792015386808,32456.93383813596,0.0,6256749.713462628,0.0,0.0,8632213.005397357,0.0,103331247.21434529,62428183.23334489,25064397.773943969,9538166.458602434,63250339.77838359,72441340.20104043,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,69779221.7754463,2990405.8090834368 
 03/04  16:00:00,18.631372646486996,18.18000854839054,18.633658066956988,19.19636416335628,18.37014907865123,19.943527541690118,0.32026460664638176,0.3192657594494119,0.0,0.0,0.2052981390239911,0.8377765127471953,29587.164164119284,0.0,3455952.955328632,0.0,0.0,148199.45400941777,0.0,105606567.83318715,64895839.03009904,26427340.656585345,9857429.451565754,64765246.23877532,75148227.86020369,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,70649306.99671932,3073960.0708723079 
 03/04  17:00:00,18.453545519298243,18.180410602776325,18.753283732378525,19.421765891133015,18.531285692266278,19.888584061548117,0.2670955605332878,0.2874720795491701,0.0,0.0,0.18332184554007142,0.6723718122455715,28943.00127970802,0.0,690323.2021268973,0.0,0.0,0.0,0.0,103848089.83808966,66855818.73930192,27428923.17311397,9997438.9218629,66620021.94216764,74781839.57513035,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,71142104.57919342,3176005.3117288255 
 03/04  18:00:00,18.216378797253168,18.26954008462947,18.845120413888368,19.609405924480936,18.644573345342687,19.594138899951969,0.2588725382417896,0.2585178853325031,0.0,0.0,0.16431100129022903,0.48651709467032619,29225.819949986577,2527603.317248934,0.0,0.0,0.0,0.0,0.0,100136433.75457734,65485114.480028469,26653182.65676164,9964145.759732135,66943575.48900395,72173273.0229119,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,70338089.08925155,3160887.8995514379 
 03/04  19:00:00,18.180010953040985,18.180087383539925,18.89244655396021,19.658479745796276,18.243095163659043,18.96901078828258,0.28031066137811308,0.27385474443357546,0.0,0.0,0.17588950636092849,0.5863913427937681,38607.86604273566,20848252.918810484,8890470.984568743,0.0,0.0,8803475.992112512,0.0,96264504.75392692,59136869.640521038,23556113.96268217,9390424.335001858,62023487.42887707,65696636.44786352,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,68289463.21461763,2970283.129839259 
